 ell ,  cell_SW ,  cell_ISW ,  cell_DOP , cell_POL , 
1221 , 240.268 , 0.283185 , 128.108 , 34.5878 , 
1222 , 240.031 , 0.283692 , 127.612 , 34.7277 , 
1223 , 239.857 , 0.28421 , 127.113 , 34.8701 , 
1224 , 239.745 , 0.284738 , 126.612 , 35.0149 , 
1225 , 239.695 , 0.285276 , 126.107 , 35.162 , 
1226 , 239.707 , 0.285825 , 125.6 , 35.3113 , 
1227 , 239.78 , 0.286384 , 125.091 , 35.4627 , 
1228 , 239.915 , 0.286952 , 124.579 , 35.6162 , 
1229 , 240.111 , 0.287531 , 124.065 , 35.7715 , 
1230 , 240.368 , 0.288119 , 123.549 , 35.9286 , 
1231 , 240.685 , 0.288717 , 123.031 , 36.0875 , 
1232 , 241.062 , 0.289324 , 122.512 , 36.2479 , 
1233 , 241.5 , 0.28994 , 121.991 , 36.4099 , 
1234 , 241.997 , 0.290566 , 121.468 , 36.5732 , 
1235 , 242.554 , 0.291201 , 120.944 , 36.7378 , 
1236 , 243.169 , 0.291845 , 120.418 , 36.9036 , 
1237 , 243.844 , 0.292497 , 119.892 , 37.0705 , 
1238 , 244.577 , 0.293159 , 119.365 , 37.2383 , 
1239 , 245.369 , 0.293828 , 118.837 , 37.4069 , 
1240 , 246.219 , 0.294507 , 118.308 , 37.5763 , 
1241 , 247.126 , 0.295193 , 117.779 , 37.7464 , 
1242 , 248.091 , 0.295888 , 117.25 , 37.9169 , 
1243 , 249.113 , 0.29659 , 116.72 , 38.0879 , 
1244 , 250.192 , 0.297301 , 116.19 , 38.2591 , 
1245 , 251.327 , 0.298019 , 115.661 , 38.4306 , 
1246 , 252.518 , 0.298745 , 115.131 , 38.6021 , 
1247 , 253.765 , 0.299478 , 114.602 , 38.7735 , 
1248 , 255.068 , 0.300219 , 114.074 , 38.9448 , 
1249 , 256.426 , 0.300966 , 113.546 , 39.1158 , 
1250 , 257.839 , 0.301721 , 113.019 , 39.2865 , 
1251 , 259.307 , 0.302483 , 112.494 , 39.4566 , 
1252 , 260.828 , 0.303251 , 111.969 , 39.6261 , 
1253 , 262.401 , 0.304026 , 111.445 , 39.795 , 
1254 , 264.025 , 0.304807 , 110.923 , 39.9632 , 
1255 , 265.7 , 0.305594 , 110.402 , 40.1305 , 
1256 , 267.424 , 0.306387 , 109.882 , 40.2971 , 
1257 , 269.195 , 0.307185 , 109.364 , 40.4626 , 
1258 , 271.014 , 0.307989 , 108.848 , 40.6272 , 
1259 , 272.878 , 0.308799 , 108.333 , 40.7907 , 
1260 , 274.786 , 0.309613 , 107.82 , 40.9531 , 
1261 , 276.738 , 0.310432 , 107.308 , 41.1142 , 
1262 , 278.731 , 0.311256 , 106.799 , 41.274 , 
1263 , 280.766 , 0.312084 , 106.292 , 41.4325 , 
1264 , 282.84 , 0.312917 , 105.786 , 41.5895 , 
1265 , 284.953 , 0.313753 , 105.283 , 41.745 , 
1266 , 287.103 , 0.314593 , 104.782 , 41.8989 , 
1267 , 289.289 , 0.315437 , 104.283 , 42.0511 , 
1268 , 291.51 , 0.316284 , 103.787 , 42.2016 , 
1269 , 293.765 , 0.317134 , 103.293 , 42.3503 , 
1270 , 296.052 , 0.317988 , 102.802 , 42.4971 , 
1271 , 298.37 , 0.318843 , 102.314 , 42.6419 , 
1272 , 300.719 , 0.319702 , 101.828 , 42.7846 , 
1273 , 303.095 , 0.320562 , 101.345 , 42.9252 , 
1274 , 305.499 , 0.321425 , 100.865 , 43.0637 , 
1275 , 307.929 , 0.322289 , 100.388 , 43.1998 , 
1276 , 310.384 , 0.323155 , 99.9141 , 43.3335 , 
1277 , 312.862 , 0.324022 , 99.4434 , 43.4648 , 
1278 , 315.363 , 0.32489 , 98.976 , 43.5936 , 
1279 , 317.884 , 0.32576 , 98.5119 , 43.7198 , 
1280 , 320.424 , 0.326629 , 98.0513 , 43.8432 , 
1281 , 322.983 , 0.327499 , 97.5943 , 43.9639 , 
1282 , 325.559 , 0.32837 , 97.1409 , 44.0818 , 
1283 , 328.15 , 0.32924 , 96.6913 , 44.1967 , 
1284 , 330.755 , 0.330109 , 96.2455 , 44.3086 , 
1285 , 333.372 , 0.330979 , 95.8036 , 44.4174 , 
1286 , 336.002 , 0.331847 , 95.3657 , 44.523 , 
1287 , 338.641 , 0.332714 , 94.932 , 44.6253 , 
1288 , 341.288 , 0.33358 , 94.5024 , 44.7243 , 
1289 , 343.943 , 0.334445 , 94.0772 , 44.8198 , 
1290 , 346.603 , 0.335307 , 93.6563 , 44.9118 , 
1291 , 349.268 , 0.336168 , 93.24 , 45.0002 , 
1292 , 351.935 , 0.337026 , 92.8282 , 45.0849 , 
1293 , 354.604 , 0.337881 , 92.4211 , 45.1658 , 
1294 , 357.273 , 0.338734 , 92.0188 , 45.2429 , 
1295 , 359.94 , 0.339584 , 91.6214 , 45.3159 , 
1296 , 362.605 , 0.34043 , 91.229 , 45.385 , 
1297 , 365.265 , 0.341273 , 90.8416 , 45.4498 , 
1298 , 367.919 , 0.342111 , 90.4595 , 45.5105 , 
1299 , 370.565 , 0.342946 , 90.0826 , 45.5668 , 
1300 , 373.203 , 0.343776 , 89.7111 , 45.6187 , 
1301 , 375.83 , 0.344602 , 89.345 , 45.6662 , 
1302 , 378.446 , 0.345422 , 88.9844 , 45.7091 , 
1303 , 381.05 , 0.346238 , 88.6293 , 45.7476 , 
1304 , 383.641 , 0.347049 , 88.2797 , 45.7817 , 
1305 , 386.218 , 0.347855 , 87.9355 , 45.8113 , 
1306 , 388.781 , 0.348655 , 87.5968 , 45.8365 , 
1307 , 391.329 , 0.349449 , 87.2635 , 45.8574 , 
1308 , 393.86 , 0.350239 , 86.9357 , 45.8738 , 
1309 , 396.375 , 0.351022 , 86.6133 , 45.886 , 
1310 , 398.872 , 0.3518 , 86.2963 , 45.8937 , 
1311 , 401.35 , 0.352571 , 85.9848 , 45.8972 , 
1312 , 403.809 , 0.353337 , 85.6786 , 45.8964 , 
1313 , 406.248 , 0.354096 , 85.3779 , 45.8914 , 
1314 , 408.666 , 0.354849 , 85.0826 , 45.8821 , 
1315 , 411.061 , 0.355595 , 84.7927 , 45.8685 , 
1316 , 413.434 , 0.356334 , 84.5082 , 45.8508 , 
1317 , 415.783 , 0.357067 , 84.229 , 45.8289 , 
1318 , 418.108 , 0.357793 , 83.9553 , 45.8028 , 
1319 , 420.407 , 0.358511 , 83.6869 , 45.7726 , 
1320 , 422.68 , 0.359223 , 83.4238 , 45.7383 , 
1321 , 424.925 , 0.359927 , 83.1661 , 45.6999 , 
1322 , 427.143 , 0.360623 , 82.9138 , 45.6574 , 
1323 , 429.332 , 0.361312 , 82.6668 , 45.6109 , 
1324 , 431.491 , 0.361993 , 82.4251 , 45.5603 , 
1325 , 433.619 , 0.362666 , 82.1887 , 45.5058 , 
1326 , 435.715 , 0.363331 , 81.9577 , 45.4472 , 
1327 , 437.779 , 0.363988 , 81.7319 , 45.3847 , 
1328 , 439.81 , 0.364636 , 81.5114 , 45.3183 , 
1329 , 441.806 , 0.365276 , 81.2962 , 45.248 , 
1330 , 443.767 , 0.365907 , 81.0863 , 45.1738 , 
1331 , 445.692 , 0.366529 , 80.8817 , 45.0958 , 
1332 , 447.579 , 0.367143 , 80.6823 , 45.0139 , 
1333 , 449.429 , 0.367747 , 80.4881 , 44.9282 , 
1334 , 451.239 , 0.368342 , 80.2992 , 44.8388 , 
1335 , 453.009 , 0.368927 , 80.1154 , 44.7456 , 
1336 , 454.739 , 0.369503 , 79.9369 , 44.6486 , 
1337 , 456.427 , 0.370069 , 79.7636 , 44.548 , 
1338 , 458.072 , 0.370625 , 79.5955 , 44.4437 , 
1339 , 459.673 , 0.371171 , 79.4326 , 44.3357 , 
1340 , 461.229 , 0.371707 , 79.2748 , 44.2241 , 
1341 , 462.739 , 0.372233 , 79.1221 , 44.1089 , 
1342 , 464.203 , 0.372748 , 78.9747 , 43.9902 , 
1343 , 465.619 , 0.373252 , 78.8323 , 43.8679 , 
1344 , 466.987 , 0.373746 , 78.6951 , 43.7421 , 
1345 , 468.304 , 0.374228 , 78.5629 , 43.6128 , 
1346 , 469.571 , 0.374699 , 78.4359 , 43.48 , 
1347 , 470.787 , 0.375159 , 78.3139 , 43.3439 , 
1348 , 471.949 , 0.375608 , 78.197 , 43.2043 , 
1349 , 473.058 , 0.376045 , 78.0852 , 43.0613 , 
1350 , 474.112 , 0.37647 , 77.9784 , 42.915 , 
1351 , 475.111 , 0.376883 , 77.8766 , 42.7654 , 
1352 , 476.054 , 0.377285 , 77.7798 , 42.6126 , 
1353 , 476.941 , 0.377674 , 77.6878 , 42.4566 , 
1354 , 477.773 , 0.378051 , 77.6006 , 42.2974 , 
1355 , 478.549 , 0.378415 , 77.5182 , 42.1352 , 
1356 , 479.27 , 0.378768 , 77.4404 , 41.9701 , 
1357 , 479.937 , 0.379108 , 77.3672 , 41.802 , 
1358 , 480.548 , 0.379435 , 77.2985 , 41.6311 , 
1359 , 481.104 , 0.37975 , 77.2343 , 41.4575 , 
1360 , 481.605 , 0.380053 , 77.1743 , 41.2811 , 
1361 , 482.051 , 0.380343 , 77.1186 , 41.1021 , 
1362 , 482.443 , 0.38062 , 77.0671 , 40.9206 , 
1363 , 482.781 , 0.380884 , 77.0198 , 40.7366 , 
1364 , 483.064 , 0.381136 , 76.9764 , 40.5502 , 
1365 , 483.293 , 0.381375 , 76.937 , 40.3615 , 
1366 , 483.467 , 0.3816 , 76.9014 , 40.1705 , 
1367 , 483.588 , 0.381813 , 76.8696 , 39.9773 , 
1368 , 483.655 , 0.382013 , 76.8415 , 39.782 , 
1369 , 483.668 , 0.382199 , 76.8171 , 39.5847 , 
1370 , 483.627 , 0.382372 , 76.7961 , 39.3854 , 
1371 , 483.533 , 0.382532 , 76.7786 , 39.1842 , 
1372 , 483.386 , 0.382678 , 76.7645 , 38.9812 , 
1373 , 483.185 , 0.382811 , 76.7536 , 38.7765 , 
1374 , 482.931 , 0.38293 , 76.7459 , 38.5702 , 
1375 , 482.625 , 0.383036 , 76.7413 , 38.3622 , 
1376 , 482.265 , 0.383128 , 76.7398 , 38.1528 , 
1377 , 481.853 , 0.383207 , 76.7411 , 37.9419 , 
1378 , 481.388 , 0.383271 , 76.7453 , 37.7297 , 
1379 , 480.871 , 0.383322 , 76.7523 , 37.5163 , 
1380 , 480.301 , 0.383359 , 76.7619 , 37.3017 , 
1381 , 479.68 , 0.383381 , 76.774 , 37.0859 , 
1382 , 479.006 , 0.38339 , 76.7887 , 36.8692 , 
1383 , 478.281 , 0.383384 , 76.8057 , 36.6515 , 
1384 , 477.504 , 0.383365 , 76.8251 , 36.433 , 
1385 , 476.675 , 0.38333 , 76.8466 , 36.2137 , 
1386 , 475.796 , 0.383282 , 76.8703 , 35.9937 , 
1387 , 474.865 , 0.383219 , 76.8959 , 35.7731 , 
1388 , 473.883 , 0.383141 , 76.9235 , 35.5519 , 
1389 , 472.85 , 0.383049 , 76.9529 , 35.3304 , 
1390 , 471.766 , 0.382942 , 76.9841 , 35.1085 , 
1391 , 470.632 , 0.382821 , 77.0169 , 34.8863 , 
1392 , 469.448 , 0.382685 , 77.0512 , 34.6639 , 
1393 , 468.213 , 0.382533 , 77.0869 , 34.4415 , 
1394 , 466.928 , 0.382367 , 77.1241 , 34.2191 , 
1395 , 465.594 , 0.382186 , 77.1624 , 33.9967 , 
1396 , 464.209 , 0.381989 , 77.2019 , 33.7745 , 
1397 , 462.776 , 0.381778 , 77.2425 , 33.5525 , 
1398 , 461.293 , 0.381551 , 77.284 , 33.331 , 
1399 , 459.761 , 0.381309 , 77.3264 , 33.1098 , 
1400 , 458.18 , 0.381051 , 77.3695 , 32.8892 , 
1401 , 456.55 , 0.380778 , 77.4132 , 32.6691 , 
1402 , 454.872 , 0.380489 , 77.4575 , 32.4498 , 
1403 , 453.147 , 0.380186 , 77.5024 , 32.2311 , 
1404 , 451.375 , 0.379866 , 77.5477 , 32.0132 , 
1405 , 449.557 , 0.379531 , 77.5935 , 31.7961 , 
1406 , 447.695 , 0.379181 , 77.6395 , 31.5798 , 
1407 , 445.788 , 0.378815 , 77.6859 , 31.3644 , 
1408 , 443.837 , 0.378434 , 77.7324 , 31.1499 , 
1409 , 441.843 , 0.378038 , 77.7791 , 30.9363 , 
1410 , 439.808 , 0.377627 , 77.8259 , 30.7238 , 
1411 , 437.731 , 0.3772 , 77.8727 , 30.5123 , 
1412 , 435.613 , 0.376757 , 77.9195 , 30.302 , 
1413 , 433.456 , 0.3763 , 77.9661 , 30.0927 , 
1414 , 431.26 , 0.375827 , 78.0126 , 29.8847 , 
1415 , 429.025 , 0.37534 , 78.0589 , 29.6779 , 
1416 , 426.753 , 0.374837 , 78.1048 , 29.4723 , 
1417 , 424.445 , 0.374318 , 78.1504 , 29.2681 , 
1418 , 422.1 , 0.373785 , 78.1955 , 29.0653 , 
1419 , 419.721 , 0.373237 , 78.2402 , 28.8639 , 
1420 , 417.307 , 0.372673 , 78.2843 , 28.6639 , 
1421 , 414.86 , 0.372094 , 78.3277 , 28.4654 , 
1422 , 412.381 , 0.371501 , 78.3704 , 28.2686 , 
1423 , 409.87 , 0.370892 , 78.4123 , 28.0733 , 
1424 , 407.327 , 0.370269 , 78.4534 , 27.8796 , 
1425 , 404.755 , 0.36963 , 78.4936 , 27.6877 , 
1426 , 402.154 , 0.368976 , 78.5328 , 27.4975 , 
1427 , 399.524 , 0.368308 , 78.571 , 27.3091 , 
1428 , 396.867 , 0.367625 , 78.608 , 27.1226 , 
1429 , 394.183 , 0.366927 , 78.6439 , 26.9379 , 
1430 , 391.473 , 0.366214 , 78.6784 , 26.7552 , 
1431 , 388.738 , 0.365486 , 78.7117 , 26.5745 , 
1432 , 385.979 , 0.364743 , 78.7435 , 26.3958 , 
1433 , 383.197 , 0.363986 , 78.7739 , 26.2192 , 
1434 , 380.393 , 0.363214 , 78.8027 , 26.0448 , 
1435 , 377.567 , 0.362427 , 78.8298 , 25.8725 , 
1436 , 374.721 , 0.361626 , 78.8553 , 25.7025 , 
1437 , 371.855 , 0.36081 , 78.879 , 25.5347 , 
1438 , 368.971 , 0.35998 , 78.9009 , 25.3693 , 
1439 , 366.069 , 0.359134 , 78.9208 , 25.2064 , 
1440 , 363.149 , 0.358275 , 78.9387 , 25.0458 , 
1441 , 360.214 , 0.357401 , 78.9546 , 24.8877 , 
1442 , 357.264 , 0.356512 , 78.9683 , 24.7322 , 
1443 , 354.3 , 0.355609 , 78.9798 , 24.5793 , 
1444 , 351.323 , 0.354692 , 78.989 , 24.4291 , 
1445 , 348.333 , 0.35376 , 78.9959 , 24.2815 , 
1446 , 345.332 , 0.352814 , 79.0002 , 24.1367 , 
1447 , 342.321 , 0.351854 , 79.0021 , 23.9947 , 
1448 , 339.301 , 0.350879 , 79.0013 , 23.8556 , 
1449 , 336.272 , 0.349891 , 78.9978 , 23.7194 , 
1450 , 333.235 , 0.348888 , 78.9916 , 23.5861 , 
1451 , 330.193 , 0.347871 , 78.9826 , 23.4559 , 
1452 , 327.144 , 0.34684 , 78.9707 , 23.3287 , 
1453 , 324.091 , 0.345795 , 78.9559 , 23.2045 , 
1454 , 321.034 , 0.344737 , 78.9383 , 23.0833 , 
1455 , 317.974 , 0.343665 , 78.9179 , 22.9651 , 
1456 , 314.911 , 0.34258 , 78.8946 , 22.85 , 
1457 , 311.847 , 0.341483 , 78.8685 , 22.7378 , 
1458 , 308.783 , 0.340372 , 78.8395 , 22.6286 , 
1459 , 305.719 , 0.339249 , 78.8077 , 22.5223 , 
1460 , 302.656 , 0.338114 , 78.773 , 22.4191 , 
1461 , 299.595 , 0.336967 , 78.7355 , 22.3188 , 
1462 , 296.538 , 0.335808 , 78.6951 , 22.2215 , 
1463 , 293.484 , 0.334637 , 78.6519 , 22.1272 , 
1464 , 290.434 , 0.333454 , 78.6058 , 22.0358 , 
1465 , 287.391 , 0.332261 , 78.5569 , 21.9473 , 
1466 , 284.353 , 0.331056 , 78.5051 , 21.8618 , 
1467 , 281.324 , 0.329841 , 78.4504 , 21.7793 , 
1468 , 278.302 , 0.328615 , 78.393 , 21.6996 , 
1469 , 275.29 , 0.327378 , 78.3326 , 21.6229 , 
1470 , 272.288 , 0.326132 , 78.2695 , 21.5491 , 
1471 , 269.297 , 0.324875 , 78.2034 , 21.4782 , 
1472 , 266.318 , 0.323609 , 78.1346 , 21.4102 , 
1473 , 263.352 , 0.322333 , 78.0629 , 21.3452 , 
1474 , 260.399 , 0.321049 , 77.9883 , 21.283 , 
1475 , 257.462 , 0.319755 , 77.9109 , 21.2237 , 
1476 , 254.54 , 0.318452 , 77.8306 , 21.1672 , 
1477 , 251.635 , 0.317141 , 77.7475 , 21.1137 , 
1478 , 248.747 , 0.315821 , 77.6615 , 21.063 , 
1479 , 245.878 , 0.314494 , 77.5727 , 21.0151 , 
1480 , 243.029 , 0.313158 , 77.4811 , 20.9701 , 
1481 , 240.2 , 0.311815 , 77.3866 , 20.928 , 
1482 , 237.393 , 0.310465 , 77.2892 , 20.8886 , 
1483 , 234.608 , 0.309107 , 77.1891 , 20.8522 , 
1484 , 231.846 , 0.307743 , 77.086 , 20.8185 , 
1485 , 229.109 , 0.306371 , 76.9802 , 20.7876 , 
1486 , 226.397 , 0.304994 , 76.8714 , 20.7596 , 
1487 , 223.712 , 0.30361 , 76.7599 , 20.7343 , 
1488 , 221.054 , 0.302221 , 76.6455 , 20.7118 , 
1489 , 218.425 , 0.300825 , 76.5283 , 20.6921 , 
1490 , 215.824 , 0.299425 , 76.4082 , 20.6752 , 
1491 , 213.255 , 0.298019 , 76.2853 , 20.661 , 
1492 , 210.717 , 0.296608 , 76.1596 , 20.6496 , 
1493 , 208.211 , 0.295192 , 76.031 , 20.641 , 
1494 , 205.739 , 0.293773 , 75.8996 , 20.635 , 
1495 , 203.301 , 0.292349 , 75.7654 , 20.6318 , 
1496 , 200.899 , 0.290921 , 75.6283 , 20.6314 , 
1497 , 198.534 , 0.289489 , 75.4884 , 20.6336 , 
1498 , 196.206 , 0.288054 , 75.3457 , 20.6385 , 
1499 , 193.917 , 0.286616 , 75.2002 , 20.6462 , 
1500 , 191.668 , 0.285175 , 75.0518 , 20.6565 , 
1501 , 189.46 , 0.283732 , 74.9006 , 20.6695 , 
1502 , 187.292 , 0.282286 , 74.7467 , 20.6851 , 
1503 , 185.166 , 0.280838 , 74.59 , 20.7033 , 
1504 , 183.08 , 0.279387 , 74.4306 , 20.724 , 
1505 , 181.035 , 0.277935 , 74.2686 , 20.7472 , 
1506 , 179.031 , 0.27648 , 74.104 , 20.7728 , 
1507 , 177.067 , 0.275024 , 73.9368 , 20.8008 , 
1508 , 175.145 , 0.273567 , 73.7672 , 20.8311 , 
1509 , 173.263 , 0.272107 , 73.5951 , 20.8636 , 
1510 , 171.422 , 0.270647 , 73.4206 , 20.8984 , 
1511 , 169.622 , 0.269185 , 73.2437 , 20.9353 , 
1512 , 167.863 , 0.267722 , 73.0645 , 20.9743 , 
1513 , 166.144 , 0.266258 , 72.8831 , 21.0154 , 
1514 , 164.466 , 0.264794 , 72.6995 , 21.0584 , 
1515 , 162.829 , 0.263329 , 72.5136 , 21.1034 , 
1516 , 161.233 , 0.261863 , 72.3257 , 21.1503 , 
1517 , 159.677 , 0.260397 , 72.1357 , 21.199 , 
1518 , 158.162 , 0.258931 , 71.9437 , 21.2495 , 
1519 , 156.688 , 0.257465 , 71.7498 , 21.3017 , 
1520 , 155.255 , 0.255999 , 71.5539 , 21.3555 , 
1521 , 153.862 , 0.254533 , 71.3562 , 21.411 , 
1522 , 152.509 , 0.253068 , 71.1566 , 21.468 , 
1523 , 151.198 , 0.251603 , 70.9553 , 21.5265 , 
1524 , 149.926 , 0.250139 , 70.7523 , 21.5864 , 
1525 , 148.696 , 0.248675 , 70.5476 , 21.6477 , 
1526 , 147.506 , 0.247213 , 70.3413 , 21.7103 , 
1527 , 146.356 , 0.245752 , 70.1335 , 21.7742 , 
1528 , 145.247 , 0.244292 , 69.9242 , 21.8393 , 
1529 , 144.178 , 0.242834 , 69.7134 , 21.9055 , 
1530 , 143.15 , 0.241377 , 69.5012 , 21.9727 , 
1531 , 142.162 , 0.239922 , 69.2877 , 22.041 , 
1532 , 141.215 , 0.238469 , 69.0729 , 22.1103 , 
1533 , 140.308 , 0.237018 , 68.8569 , 22.1805 , 
1534 , 139.441 , 0.23557 , 68.6397 , 22.2515 , 
1535 , 138.615 , 0.234124 , 68.4214 , 22.3232 , 
1536 , 137.829 , 0.23268 , 68.202 , 22.3957 , 
1537 , 137.083 , 0.231239 , 67.9816 , 22.4689 , 
1538 , 136.377 , 0.229801 , 67.7602 , 22.5426 , 
1539 , 135.712 , 0.228366 , 67.538 , 22.6168 , 
1540 , 135.086 , 0.226935 , 67.3149 , 22.6916 , 
1541 , 134.501 , 0.225507 , 67.091 , 22.7667 , 
1542 , 133.956 , 0.224082 , 66.8664 , 22.8421 , 
1543 , 133.451 , 0.222661 , 66.6411 , 22.9179 , 
1544 , 132.986 , 0.221244 , 66.4152 , 22.9938 , 
1545 , 132.56 , 0.219831 , 66.1887 , 23.0699 , 
1546 , 132.175 , 0.218422 , 65.9617 , 23.146 , 
1547 , 131.83 , 0.217017 , 65.7343 , 23.2222 , 
1548 , 131.524 , 0.215618 , 65.5066 , 23.2984 , 
1549 , 131.258 , 0.214222 , 65.2784 , 23.3744 , 
1550 , 131.032 , 0.212832 , 65.0501 , 23.4502 , 
1551 , 130.846 , 0.211447 , 64.8215 , 23.5258 , 
1552 , 130.698 , 0.210067 , 64.5928 , 23.6011 , 
1553 , 130.59 , 0.208692 , 64.3639 , 23.6761 , 
1554 , 130.519 , 0.207322 , 64.135 , 23.7507 , 
1555 , 130.486 , 0.205958 , 63.9061 , 23.8249 , 
1556 , 130.49 , 0.204599 , 63.6772 , 23.8988 , 
1557 , 130.531 , 0.203245 , 63.4484 , 23.9721 , 
1558 , 130.607 , 0.201897 , 63.2198 , 24.045 , 
1559 , 130.719 , 0.200554 , 62.9913 , 24.1174 , 
1560 , 130.865 , 0.199216 , 62.7631 , 24.1892 , 
1561 , 131.046 , 0.197884 , 62.5351 , 24.2604 , 
1562 , 131.26 , 0.196558 , 62.3075 , 24.331 , 
1563 , 131.507 , 0.195238 , 62.0803 , 24.4009 , 
1564 , 131.787 , 0.193923 , 61.8535 , 24.4701 , 
1565 , 132.098 , 0.192614 , 61.6272 , 24.5386 , 
1566 , 132.441 , 0.19131 , 61.4014 , 24.6063 , 
1567 , 132.815 , 0.190013 , 61.1763 , 24.6731 , 
1568 , 133.218 , 0.188721 , 60.9517 , 24.7392 , 
1569 , 133.651 , 0.187435 , 60.7279 , 24.8043 , 
1570 , 134.113 , 0.186156 , 60.5048 , 24.8686 , 
1571 , 134.604 , 0.184882 , 60.2825 , 24.9319 , 
1572 , 135.122 , 0.183614 , 60.0611 , 24.9941 , 
1573 , 135.667 , 0.182353 , 59.8405 , 25.0554 , 
1574 , 136.239 , 0.181098 , 59.621 , 25.1156 , 
1575 , 136.836 , 0.179849 , 59.4024 , 25.1747 , 
1576 , 137.459 , 0.178606 , 59.1849 , 25.2326 , 
1577 , 138.106 , 0.17737 , 58.9685 , 25.2894 , 
1578 , 138.777 , 0.17614 , 58.7533 , 25.3449 , 
1579 , 139.472 , 0.174916 , 58.5393 , 25.3992 , 
1580 , 140.189 , 0.173699 , 58.3266 , 25.4522 , 
1581 , 140.929 , 0.172488 , 58.1153 , 25.5038 , 
1582 , 141.689 , 0.171285 , 57.9053 , 25.5541 , 
1583 , 142.471 , 0.170087 , 57.6968 , 25.6029 , 
1584 , 143.273 , 0.168897 , 57.4898 , 25.6503 , 
1585 , 144.094 , 0.167713 , 57.2844 , 25.6962 , 
1586 , 144.934 , 0.166536 , 57.0805 , 25.7406 , 
1587 , 145.793 , 0.165366 , 56.8784 , 25.7834 , 
1588 , 146.668 , 0.164203 , 56.6779 , 25.8246 , 
1589 , 147.561 , 0.163046 , 56.4793 , 25.8641 , 
1590 , 148.47 , 0.161897 , 56.2825 , 25.902 , 
1591 , 149.394 , 0.160755 , 56.0876 , 25.9381 , 
1592 , 150.333 , 0.15962 , 55.8947 , 25.9724 , 
1593 , 151.287 , 0.158492 , 55.7038 , 26.005 , 
1594 , 152.253 , 0.157371 , 55.5149 , 26.0356 , 
1595 , 153.233 , 0.156258 , 55.3282 , 26.0644 , 
1596 , 154.224 , 0.155151 , 55.1437 , 26.0912 , 
1597 , 155.227 , 0.154053 , 54.9615 , 26.1161 , 
1598 , 156.241 , 0.152961 , 54.7815 , 26.1389 , 
1599 , 157.264 , 0.151877 , 54.604 , 26.1597 , 
1600 , 158.297 , 0.150801 , 54.4288 , 26.1784 , 
1601 , 159.339 , 0.149732 , 54.2562 , 26.1949 , 
1602 , 160.388 , 0.148671 , 54.086 , 26.2093 , 
1603 , 161.445 , 0.147618 , 53.9184 , 26.2215 , 
1604 , 162.51 , 0.146572 , 53.7532 , 26.2317 , 
1605 , 163.58 , 0.145533 , 53.5905 , 26.2397 , 
1606 , 164.657 , 0.144503 , 53.4303 , 26.2457 , 
1607 , 165.74 , 0.143479 , 53.2725 , 26.2495 , 
1608 , 166.827 , 0.142464 , 53.1173 , 26.2513 , 
1609 , 167.919 , 0.141455 , 52.9646 , 26.2511 , 
1610 , 169.015 , 0.140455 , 52.8143 , 26.2488 , 
1611 , 170.114 , 0.139462 , 52.6665 , 26.2444 , 
1612 , 171.217 , 0.138476 , 52.5212 , 26.2381 , 
1613 , 172.322 , 0.137498 , 52.3783 , 26.2297 , 
